ID,Name,Category,Price
4602,Item 4602,Electronics,847.14
4603,Item 4603,Clothing,449.61
4604,Item 4604,Toys,267.5
4605,Item 4605,Garden,804.95
4606,Item 4606,Beauty,708.79
4607,Item 4607,Garden,935.41
4608,Item 4608,Electronics,327.34
4609,Item 4609,Electronics,60.65
4610,Item 4610,Health,644.24
4611,Item 4611,Food,979.91
4612,Item 4612,Sports,562.89
4613,Item 4613,Home,525.76
4614,Item 4614,Books,838.01
4615,Item 4615,Electronics,110.06
4616,Item 4616,Food,628.38
4617,Item 4617,Health,815.75
4618,Item 4618,Home,858.96
4619,Item 4619,Sports,61.48
4620,Item 4620,Electronics,628.9
4621,Item 4621,Toys,407.54
4622,Item 4622,Sports,917.22
4623,Item 4623,Health,941.15
4624,Item 4624,Health,921.88
4625,Item 4625,Clothing,449.2
4626,Item 4626,Electronics,166.24
4627,Item 4627,Garden,490.03
4628,Item 4628,Food,882.53
4629,Item 4629,Clothing,796.19
4630,Item 4630,Toys,546.89
4631,Item 4631,Garden,82.96
4632,Item 4632,Books,411.14
4633,Item 4633,Books,192.53
4634,Item 4634,Clothing,104.46
4635,Item 4635,Health,970.58
4636,Item 4636,Sports,276.6
4637,Item 4637,Health,724.12
4638,Item 4638,Health,999.06
4639,Item 4639,Toys,982.11
4640,Item 4640,Food,708.9
4641,Item 4641,Home,351.91
4642,Item 4642,Home,466.93
4643,Item 4643,Garden,219.28
4644,Item 4644,Clothing,175.35
4645,Item 4645,Garden,941.16
4646,Item 4646,Sports,99.62
4647,Item 4647,Electronics,728.04
4648,Item 4648,Health,400.29
4649,Item 4649,Toys,849.15
4650,Item 4650,Health,743.44
4651,Item 4651,Toys,632.44
4652,Item 4652,Books,190.3
4653,Item 4653,Garden,173.14
4654,Item 4654,Clothing,192.43
4655,Item 4655,Clothing,811.31
4656,Item 4656,Beauty,430.47
4657,Item 4657,Toys,246.72
4658,Item 4658,Electronics,494.03
4659,Item 4659,Sports,377.59
4660,Item 4660,Sports,919.44
4661,Item 4661,Clothing,611.36
4662,Item 4662,Food,462.68
4663,Item 4663,Sports,94.96
4664,Item 4664,Electronics,72.02
4665,Item 4665,Home,865.5
4666,Item 4666,Garden,737.8
4667,Item 4667,Food,282.03
4668,Item 4668,Clothing,148.5
4669,Item 4669,Sports,606.25
4670,Item 4670,Food,589.02
4671,Item 4671,Health,716.06
4672,Item 4672,Beauty,685.25
4673,Item 4673,Garden,257.22
4674,Item 4674,Beauty,925.05
4675,Item 4675,Garden,354.38
4676,Item 4676,Garden,699.82
4677,Item 4677,Sports,605.45
4678,Item 4678,Toys,246.47
4679,Item 4679,Books,775.28
4680,Item 4680,Garden,954.62
4681,Item 4681,Toys,539.83
4682,Item 4682,Garden,785.6
4683,Item 4683,Health,203.68
4684,Item 4684,Beauty,957.77
4685,Item 4685,Garden,74.07
4686,Item 4686,Electronics,395.23
4687,Item 4687,Garden,980.8
4688,Item 4688,Health,910.11
4689,Item 4689,Home,962.24
4690,Item 4690,Garden,389.55
4691,Item 4691,Books,733.48
4692,Item 4692,Health,548.96
4693,Item 4693,Garden,31.3
4694,Item 4694,Toys,807.29
4695,Item 4695,Electronics,111.68
4696,Item 4696,Home,987.32
4697,Item 4697,Toys,849.48
4698,Item 4698,Books,868.11
4699,Item 4699,Clothing,193.58
4700,Item 4700,Food,86.3
4701,Item 4701,Garden,885.75
4702,Item 4702,Health,234.26
4703,Item 4703,Electronics,10.21
4704,Item 4704,Toys,485.26
4705,Item 4705,Clothing,126.88
4706,Item 4706,Garden,501.18
4707,Item 4707,Electronics,419.41
4708,Item 4708,Toys,690.9
4709,Item 4709,Books,79.53
4710,Item 4710,Toys,629.19
4711,Item 4711,Clothing,730.46
4712,Item 4712,Health,15.44
4713,Item 4713,Beauty,74.26
4714,Item 4714,Clothing,498.98
4715,Item 4715,Sports,163.43
4716,Item 4716,Toys,339.09
4717,Item 4717,Home,447.19
4718,Item 4718,Health,704.27
4719,Item 4719,Toys,148.33
4720,Item 4720,Electronics,102.75
4721,Item 4721,Health,861.57
4722,Item 4722,Health,56.01
4723,Item 4723,Toys,736.1
4724,Item 4724,Health,19.86
4725,Item 4725,Sports,159.39
4726,Item 4726,Sports,24.86
4727,Item 4727,Food,905.6
4728,Item 4728,Clothing,894.4
4729,Item 4729,Toys,707.23
4730,Item 4730,Garden,782.08
4731,Item 4731,Clothing,639.88
4732,Item 4732,Health,967.07
4733,Item 4733,Food,285.25
4734,Item 4734,Books,943.14
4735,Item 4735,Sports,725.64
4736,Item 4736,Electronics,602.13
4737,Item 4737,Food,473.11
4738,Item 4738,Electronics,663.88
4739,Item 4739,Health,166.47
4740,Item 4740,Food,454.02
4741,Item 4741,Health,873.57
4742,Item 4742,Books,310.81
4743,Item 4743,Electronics,559.36
4744,Item 4744,Toys,587.58
4745,Item 4745,Sports,56.0
4746,Item 4746,Toys,938.24
4747,Item 4747,Electronics,533.02
4748,Item 4748,Food,713.67
4749,Item 4749,Health,116.9
4750,Item 4750,Electronics,122.05
4751,Item 4751,Books,504.56
4752,Item 4752,Home,942.61
4753,Item 4753,Garden,593.82
4754,Item 4754,Electronics,327.09
4755,Item 4755,Clothing,934.01
4756,Item 4756,Sports,788.3
4757,Item 4757,Health,700.74
4758,Item 4758,Home,598.38
4759,Item 4759,Clothing,853.47
4760,Item 4760,Toys,662.13
4761,Item 4761,Books,846.7
4762,Item 4762,Health,225.78
4763,Item 4763,Books,995.77
4764,Item 4764,Clothing,834.89
4765,Item 4765,Health,369.44
4766,Item 4766,Food,70.85
4767,Item 4767,Books,417.57
4768,Item 4768,Home,133.49
4769,Item 4769,Books,136.15
4770,Item 4770,Toys,812.31
4771,Item 4771,Food,558.87
4772,Item 4772,Home,926.64
4773,Item 4773,Toys,209.04
4774,Item 4774,Beauty,864.06
4775,Item 4775,Health,118.29
4776,Item 4776,Sports,517.16
4777,Item 4777,Beauty,670.02
4778,Item 4778,Garden,755.95
4779,Item 4779,Food,91.37
4780,Item 4780,Books,75.61
4781,Item 4781,Books,537.01
4782,Item 4782,Clothing,234.92
4783,Item 4783,Beauty,785.9
4784,Item 4784,Health,117.94
4785,Item 4785,Toys,103.54
4786,Item 4786,Beauty,741.45
4787,Item 4787,Clothing,400.33
4788,Item 4788,Health,917.75
4789,Item 4789,Home,321.72
4790,Item 4790,Clothing,958.89
4791,Item 4791,Health,610.68
4792,Item 4792,Sports,15.74
4793,Item 4793,Sports,316.9
4794,Item 4794,Beauty,323.61
4795,Item 4795,Health,443.84
4796,Item 4796,Toys,765.69
4797,Item 4797,Garden,25.56
4798,Item 4798,Electronics,135.42
4799,Item 4799,Books,122.62
4800,Item 4800,Health,878.71
4801,Item 4801,Clothing,567.22
4802,Item 4802,Garden,71.89
4803,Item 4803,Electronics,758.6
4804,Item 4804,Electronics,926.65
4805,Item 4805,Home,974.86
4806,Item 4806,Garden,765.8
4807,Item 4807,Electronics,382.73
4808,Item 4808,Electronics,249.68
4809,Item 4809,Health,370.3
4810,Item 4810,Toys,959.73
4811,Item 4811,Clothing,697.55
4812,Item 4812,Health,969.77
4813,Item 4813,Electronics,734.47
4814,Item 4814,Clothing,150.71
4815,Item 4815,Beauty,160.32
4816,Item 4816,Home,976.19
4817,Item 4817,Clothing,12.8
4818,Item 4818,Clothing,43.04
4819,Item 4819,Clothing,546.12
4820,Item 4820,Beauty,150.39
4821,Item 4821,Food,150.4
4822,Item 4822,Sports,237.38
4823,Item 4823,Books,755.34
4824,Item 4824,Sports,426.81
4825,Item 4825,Electronics,766.39
4826,Item 4826,Garden,739.56
4827,Item 4827,Food,134.03
4828,Item 4828,Sports,306.78
4829,Item 4829,Clothing,147.7
4830,Item 4830,Books,305.98
4831,Item 4831,Food,121.69
4832,Item 4832,Garden,145.21
4833,Item 4833,Beauty,348.59
4834,Item 4834,Beauty,665.67
4835,Item 4835,Clothing,405.9
4836,Item 4836,Sports,841.28
4837,Item 4837,Clothing,860.5
4838,Item 4838,Health,532.05
4839,Item 4839,Books,267.46
4840,Item 4840,Beauty,817.5
4841,Item 4841,Home,323.27
4842,Item 4842,Health,449.65
4843,Item 4843,Food,207.47
4844,Item 4844,Toys,252.58
4845,Item 4845,Food,576.79
4846,Item 4846,Garden,361.01
4847,Item 4847,Electronics,455.49
4848,Item 4848,Beauty,703.61
4849,Item 4849,Health,543.8
4850,Item 4850,Beauty,117.13
4851,Item 4851,Garden,592.12
4852,Item 4852,Clothing,726.07
4853,Item 4853,Food,137.94
4854,Item 4854,Food,275.45
4855,Item 4855,Sports,189.12
4856,Item 4856,Sports,437.34
4857,Item 4857,Electronics,458.65
4858,Item 4858,Garden,486.24
4859,Item 4859,Garden,343.28
4860,Item 4860,Clothing,786.09
4861,Item 4861,Books,941.06
4862,Item 4862,Clothing,337.2
4863,Item 4863,Electronics,553.97
4864,Item 4864,Sports,56.42
4865,Item 4865,Food,789.3
4866,Item 4866,Electronics,807.07
4867,Item 4867,Beauty,543.96
4868,Item 4868,Toys,524.14
4869,Item 4869,Toys,375.19
4870,Item 4870,Toys,845.54
4871,Item 4871,Home,826.62
4872,Item 4872,Food,421.36
4873,Item 4873,Sports,375.79
4874,Item 4874,Food,184.72
4875,Item 4875,Electronics,879.64
4876,Item 4876,Electronics,386.75
4877,Item 4877,Garden,742.49
4878,Item 4878,Clothing,888.54
4879,Item 4879,Health,107.02
4880,Item 4880,Sports,935.33
4881,Item 4881,Food,60.91
4882,Item 4882,Beauty,322.56
4883,Item 4883,Clothing,200.42
4884,Item 4884,Toys,450.83
4885,Item 4885,Home,978.8
4886,Item 4886,Electronics,24.75
4887,Item 4887,Garden,662.73
4888,Item 4888,Sports,71.19
4889,Item 4889,Beauty,895.38
4890,Item 4890,Health,377.27
4891,Item 4891,Health,114.63
4892,Item 4892,Clothing,710.04
4893,Item 4893,Home,837.93
4894,Item 4894,Food,901.34
4895,Item 4895,Home,527.54
4896,Item 4896,Toys,23.69
4897,Item 4897,Sports,263.97
4898,Item 4898,Food,479.3
4899,Item 4899,Food,277.83
4900,Item 4900,Garden,33.31
4901,Item 4901,Home,563.69
4902,Item 4902,Garden,612.73
4903,Item 4903,Food,946.05
4904,Item 4904,Clothing,694.97
4905,Item 4905,Toys,641.77
4906,Item 4906,Health,446.5
4907,Item 4907,Home,546.03
4908,Item 4908,Food,560.95
4909,Item 4909,Garden,839.78
4910,Item 4910,Clothing,411.52
4911,Item 4911,Health,319.46
4912,Item 4912,Health,949.65
4913,Item 4913,Beauty,122.19
4914,Item 4914,Sports,669.46
4915,Item 4915,Clothing,614.93
4916,Item 4916,Sports,549.36
4917,Item 4917,Garden,975.02
4918,Item 4918,Toys,512.39
4919,Item 4919,Beauty,292.97
4920,Item 4920,Food,70.45
4921,Item 4921,Sports,283.59
4922,Item 4922,Home,124.82
4923,Item 4923,Books,938.2
4924,Item 4924,Sports,734.21
4925,Item 4925,Electronics,612.05
4926,Item 4926,Home,50.83
4927,Item 4927,Clothing,294.19
4928,Item 4928,Electronics,145.24
4929,Item 4929,Clothing,792.05
4930,Item 4930,Health,39.82
4931,Item 4931,Food,176.31
4932,Item 4932,Electronics,87.91
4933,Item 4933,Beauty,490.19
4934,Item 4934,Toys,923.35
4935,Item 4935,Electronics,779.13
4936,Item 4936,Health,841.38
4937,Item 4937,Health,457.85
4938,Item 4938,Health,19.67
4939,Item 4939,Clothing,393.35
4940,Item 4940,Health,677.69
4941,Item 4941,Garden,279.64
4942,Item 4942,Health,773.26
4943,Item 4943,Toys,682.75
4944,Item 4944,Clothing,859.26
4945,Item 4945,Electronics,210.49
4946,Item 4946,Food,676.32
4947,Item 4947,Home,289.77
4948,Item 4948,Beauty,636.04
4949,Item 4949,Electronics,516.61
4950,Item 4950,Sports,970.52
4951,Item 4951,Garden,871.06
4952,Item 4952,Garden,357.66
4953,Item 4953,Electronics,572.85
4954,Item 4954,Sports,639.65
4955,Item 4955,Clothing,392.31
4956,Item 4956,Food,752.2
4957,Item 4957,Garden,682.45
4958,Item 4958,Garden,561.49
4959,Item 4959,Books,207.4
4960,Item 4960,Food,669.35
4961,Item 4961,Clothing,764.34
4962,Item 4962,Garden,351.37
4963,Item 4963,Clothing,77.61
4964,Item 4964,Home,305.81
4965,Item 4965,Toys,550.76
4966,Item 4966,Health,68.57
4967,Item 4967,Toys,320.65
4968,Item 4968,Books,967.7
4969,Item 4969,Food,730.1
4970,Item 4970,Home,872.0
4971,Item 4971,Health,545.14
4972,Item 4972,Toys,47.69
4973,Item 4973,Health,298.44
4974,Item 4974,Garden,26.62
4975,Item 4975,Health,225.71
4976,Item 4976,Clothing,629.71
4977,Item 4977,Garden,583.46
4978,Item 4978,Food,337.9
4979,Item 4979,Clothing,614.24
4980,Item 4980,Clothing,474.74
4981,Item 4981,Sports,974.78
4982,Item 4982,Electronics,314.11
4983,Item 4983,Food,698.89
4984,Item 4984,Clothing,528.86
4985,Item 4985,Food,876.02
4986,Item 4986,Electronics,294.59
4987,Item 4987,Books,662.62
4988,Item 4988,Toys,296.49
4989,Item 4989,Food,495.41
4990,Item 4990,Garden,725.45
4991,Item 4991,Garden,667.49
4992,Item 4992,Clothing,821.41
4993,Item 4993,Electronics,641.63
4994,Item 4994,Books,312.27
4995,Item 4995,Sports,240.44
4996,Item 4996,Food,74.85
4997,Item 4997,Garden,986.39
4998,Item 4998,Books,495.16
4999,Item 4999,Clothing,843.28
5000,Item 5000,Beauty,111.91
5001,Item 5001,Clothing,668.69
5002,Item 5002,Garden,508.72
5003,Item 5003,Clothing,22.42
5004,Item 5004,Electronics,541.52
5005,Item 5005,Electronics,832.38
5006,Item 5006,Food,886.41
5007,Item 5007,Home,567.27
5008,Item 5008,Garden,194.9
5009,Item 5009,Food,332.76
5010,Item 5010,Food,198.37
5011,Item 5011,Home,201.77
5012,Item 5012,Toys,346.81
5013,Item 5013,Sports,868.11
5014,Item 5014,Home,372.15
5015,Item 5015,Clothing,301.8
5016,Item 5016,Electronics,621.77
5017,Item 5017,Beauty,476.79
5018,Item 5018,Beauty,143.63
5019,Item 5019,Toys,405.64
5020,Item 5020,Home,363.9
5021,Item 5021,Books,724.82
5022,Item 5022,Garden,12.27
5023,Item 5023,Clothing,708.96
5024,Item 5024,Home,346.65
5025,Item 5025,Home,637.32
5026,Item 5026,Garden,259.5
5027,Item 5027,Food,14.76
5028,Item 5028,Health,887.86
5029,Item 5029,Garden,666.79
5030,Item 5030,Clothing,91.96
5031,Item 5031,Clothing,834.57
5032,Item 5032,Health,494.11
5033,Item 5033,Health,307.85
5034,Item 5034,Toys,375.19
5035,Item 5035,Sports,217.92
5036,Item 5036,Health,274.12
5037,Item 5037,Beauty,35.74
5038,Item 5038,Health,221.8
5039,Item 5039,Electronics,714.36
5040,Item 5040,Toys,833.09
5041,Item 5041,Health,421.21
5042,Item 5042,Electronics,359.65
5043,Item 5043,Toys,570.96
5044,Item 5044,Home,715.73
5045,Item 5045,Garden,354.24
5046,Item 5046,Home,660.46
5047,Item 5047,Clothing,194.23
5048,Item 5048,Electronics,736.69
5049,Item 5049,Sports,532.01
5050,Item 5050,Sports,451.69
5051,Item 5051,Beauty,343.4
5052,Item 5052,Clothing,569.69
5053,Item 5053,Electronics,418.8
5054,Item 5054,Toys,679.97
5055,Item 5055,Sports,484.81
5056,Item 5056,Food,324.08
5057,Item 5057,Electronics,151.06
5058,Item 5058,Home,337.08
5059,Item 5059,Home,617.05
5060,Item 5060,Electronics,356.5
5061,Item 5061,Clothing,969.19
5062,Item 5062,Beauty,425.39
5063,Item 5063,Home,907.16
5064,Item 5064,Home,881.02
5065,Item 5065,Garden,919.1
5066,Item 5066,Food,222.91
5067,Item 5067,Books,339.38
5068,Item 5068,Toys,626.8
5069,Item 5069,Sports,184.28
5070,Item 5070,Home,642.7
5071,Item 5071,Toys,551.44
5072,Item 5072,Electronics,437.34
5073,Item 5073,Home,870.51
5074,Item 5074,Home,323.37
5075,Item 5075,Garden,72.24
5076,Item 5076,Toys,505.3
5077,Item 5077,Sports,679.22
5078,Item 5078,Garden,687.09
5079,Item 5079,Books,65.66
5080,Item 5080,Food,874.98
5081,Item 5081,Electronics,745.43
5082,Item 5082,Home,306.26
5083,Item 5083,Electronics,826.77
5084,Item 5084,Beauty,136.44
5085,Item 5085,Food,679.58
5086,Item 5086,Home,967.11
5087,Item 5087,Health,790.62
5088,Item 5088,Clothing,771.97
5089,Item 5089,Electronics,804.67
5090,Item 5090,Clothing,707.45
5091,Item 5091,Beauty,836.58
5092,Item 5092,Toys,902.44
5093,Item 5093,Garden,276.99
5094,Item 5094,Clothing,477.86
5095,Item 5095,Home,709.63
5096,Item 5096,Books,704.24
5097,Item 5097,Health,642.45
5098,Item 5098,Food,695.45
5099,Item 5099,Home,259.85
5100,Item 5100,Food,531.42
5101,Item 5101,Toys,564.72
5102,Item 5102,Garden,17.54
5103,Item 5103,Electronics,351.41
5104,Item 5104,Home,447.84
5105,Item 5105,Books,909.88
5106,Item 5106,Beauty,952.16
5107,Item 5107,Garden,477.85
5108,Item 5108,Food,557.32
5109,Item 5109,Electronics,864.44
5110,Item 5110,Health,918.4
5111,Item 5111,Clothing,694.84
5112,Item 5112,Beauty,735.64
5113,Item 5113,Garden,461.61
5114,Item 5114,Food,415.16
5115,Item 5115,Garden,502.77
5116,Item 5116,Home,190.52
5117,Item 5117,Beauty,457.59
5118,Item 5118,Electronics,237.11
5119,Item 5119,Home,427.68
5120,Item 5120,Health,389.42
5121,Item 5121,Garden,503.15
5122,Item 5122,Toys,673.85
5123,Item 5123,Toys,390.7
5124,Item 5124,Books,281.9
5125,Item 5125,Books,352.8
5126,Item 5126,Home,774.28
5127,Item 5127,Home,916.02
5128,Item 5128,Toys,648.86
5129,Item 5129,Sports,942.14
5130,Item 5130,Sports,593.86
5131,Item 5131,Books,713.2
5132,Item 5132,Books,888.05
5133,Item 5133,Sports,891.51
5134,Item 5134,Home,571.5
5135,Item 5135,Health,649.31
5136,Item 5136,Books,497.44
5137,Item 5137,Food,500.83
5138,Item 5138,Home,454.9
5139,Item 5139,Home,392.18
5140,Item 5140,Sports,909.26
5141,Item 5141,Sports,563.57
5142,Item 5142,Garden,291.96
5143,Item 5143,Home,737.61
5144,Item 5144,Clothing,757.13
5145,Item 5145,Electronics,309.71
5146,Item 5146,Health,247.79
5147,Item 5147,Beauty,230.2
5148,Item 5148,Food,704.27
5149,Item 5149,Clothing,531.37
5150,Item 5150,Electronics,583.87
5151,Item 5151,Electronics,659.71
5152,Item 5152,Sports,934.11
5153,Item 5153,Clothing,850.64
5154,Item 5154,Electronics,844.5
5155,Item 5155,Beauty,883.67
5156,Item 5156,Health,30.04
5157,Item 5157,Electronics,216.57
5158,Item 5158,Toys,535.25
5159,Item 5159,Books,839.94
5160,Item 5160,Toys,233.11
5161,Item 5161,Toys,902.49
5162,Item 5162,Garden,821.56
5163,Item 5163,Clothing,174.83
5164,Item 5164,Beauty,195.27
5165,Item 5165,Clothing,802.16
5166,Item 5166,Books,355.59
5167,Item 5167,Beauty,326.29
5168,Item 5168,Home,870.4
5169,Item 5169,Electronics,243.72
5170,Item 5170,Food,675.07
5171,Item 5171,Toys,490.31
5172,Item 5172,Toys,431.24
5173,Item 5173,Sports,501.63
5174,Item 5174,Home,909.59
5175,Item 5175,Health,835.48
5176,Item 5176,Sports,849.49
5177,Item 5177,Books,201.07
5178,Item 5178,Clothing,67.26
5179,Item 5179,Beauty,835.86
5180,Item 5180,Health,463.96
5181,Item 5181,Garden,256.75
5182,Item 5182,Sports,893.53
5183,Item 5183,Sports,542.48
5184,Item 5184,Toys,301.84
5185,Item 5185,Beauty,986.96
5186,Item 5186,Food,232.02
5187,Item 5187,Toys,629.01
5188,Item 5188,Beauty,981.29
5189,Item 5189,Electronics,593.51
5190,Item 5190,Health,199.54
5191,Item 5191,Electronics,536.46
5192,Item 5192,Food,995.61
5193,Item 5193,Sports,799.8
5194,Item 5194,Sports,940.77
5195,Item 5195,Beauty,264.6
5196,Item 5196,Garden,515.24
5197,Item 5197,Beauty,422.65
5198,Item 5198,Home,649.81
5199,Item 5199,Beauty,832.81
5200,Item 5200,Home,134.91
5201,Item 5201,Books,883.56
5202,Item 5202,Garden,128.83
5203,Item 5203,Sports,61.18
5204,Item 5204,Health,950.68
5205,Item 5205,Home,172.02
5206,Item 5206,Toys,434.0
5207,Item 5207,Clothing,929.37
5208,Item 5208,Food,388.23
5209,Item 5209,Home,496.27
5210,Item 5210,Beauty,598.66
5211,Item 5211,Health,497.91
5212,Item 5212,Sports,704.91
5213,Item 5213,Garden,317.07
5214,Item 5214,Books,907.28
5215,Item 5215,Clothing,478.44
5216,Item 5216,Books,398.06
5217,Item 5217,Health,638.02
5218,Item 5218,Toys,717.87
5219,Item 5219,Clothing,939.98
5220,Item 5220,Food,314.03
5221,Item 5221,Garden,140.28
5222,Item 5222,Garden,628.88
5223,Item 5223,Electronics,174.81
5224,Item 5224,Toys,216.83
5225,Item 5225,Beauty,458.3
5226,Item 5226,Beauty,135.86
5227,Item 5227,Food,574.66
5228,Item 5228,Health,394.81
5229,Item 5229,Books,962.89
5230,Item 5230,Sports,131.67
5231,Item 5231,Beauty,78.54
5232,Item 5232,Sports,58.32
5233,Item 5233,Garden,853.82
5234,Item 5234,Electronics,79.79
5235,Item 5235,Home,411.26
5236,Item 5236,Electronics,29.88
5237,Item 5237,Health,62.18
5238,Item 5238,Sports,981.1
5239,Item 5239,Clothing,381.95
5240,Item 5240,Food,810.39
5241,Item 5241,Food,614.16
5242,Item 5242,Food,849.13
5243,Item 5243,Books,640.74
5244,Item 5244,Clothing,369.46
5245,Item 5245,Toys,906.92
5246,Item 5246,Sports,710.46
5247,Item 5247,Health,798.87
5248,Item 5248,Clothing,449.1
5249,Item 5249,Electronics,817.63
5250,Item 5250,Sports,568.64
5251,Item 5251,Clothing,141.57
5252,Item 5252,Health,653.59
5253,Item 5253,Home,367.45
5254,Item 5254,Clothing,917.02
5255,Item 5255,Electronics,34.63
5256,Item 5256,Beauty,814.29
5257,Item 5257,Clothing,356.87
5258,Item 5258,Food,382.21
5259,Item 5259,Food,616.2
5260,Item 5260,Toys,753.48
5261,Item 5261,Health,884.01
5262,Item 5262,Garden,139.17
5263,Item 5263,Toys,981.8
5264,Item 5264,Electronics,151.52
5265,Item 5265,Garden,620.08
5266,Item 5266,Food,513.84
5267,Item 5267,Garden,546.62
5268,Item 5268,Electronics,453.12
5269,Item 5269,Home,919.14
5270,Item 5270,Garden,416.26
5271,Item 5271,Home,969.6
5272,Item 5272,Beauty,406.04
5273,Item 5273,Health,619.2
5274,Item 5274,Electronics,768.01
5275,Item 5275,Sports,997.91
5276,Item 5276,Toys,579.49
5277,Item 5277,Clothing,584.91
5278,Item 5278,Home,483.0
5279,Item 5279,Home,265.75
5280,Item 5280,Beauty,920.95
5281,Item 5281,Food,117.11
5282,Item 5282,Garden,111.67
5283,Item 5283,Clothing,167.49
5284,Item 5284,Beauty,102.18
5285,Item 5285,Sports,915.93
5286,Item 5286,Garden,392.81
5287,Item 5287,Toys,179.27
5288,Item 5288,Health,365.51
5289,Item 5289,Electronics,956.61
5290,Item 5290,Sports,181.52
5291,Item 5291,Beauty,131.0
5292,Item 5292,Food,482.07
5293,Item 5293,Home,998.79
5294,Item 5294,Clothing,971.35
5295,Item 5295,Electronics,381.2
5296,Item 5296,Clothing,245.91
5297,Item 5297,Sports,835.04
5298,Item 5298,Sports,719.19
5299,Item 5299,Sports,119.4
5300,Item 5300,Food,721.61
5301,Item 5301,Home,715.21
5302,Item 5302,Electronics,256.53
5303,Item 5303,Clothing,34.72
5304,Item 5304,Clothing,251.46
5305,Item 5305,Clothing,754.21
5306,Item 5306,Food,92.15
5307,Item 5307,Electronics,406.23
5308,Item 5308,Garden,74.57
5309,Item 5309,Health,955.47
5310,Item 5310,Health,900.74
5311,Item 5311,Toys,881.1
5312,Item 5312,Garden,109.72
5313,Item 5313,Beauty,278.73
5314,Item 5314,Clothing,139.11
5315,Item 5315,Garden,233.95
5316,Item 5316,Beauty,830.07
5317,Item 5317,Sports,778.25
5318,Item 5318,Beauty,612.99
5319,Item 5319,Home,582.09
5320,Item 5320,Health,407.45
5321,Item 5321,Home,858.44
5322,Item 5322,Garden,210.3
5323,Item 5323,Sports,878.52
5324,Item 5324,Food,580.8
5325,Item 5325,Clothing,434.68
5326,Item 5326,Garden,705.26
5327,Item 5327,Food,715.13
5328,Item 5328,Clothing,945.75
5329,Item 5329,Beauty,442.75
5330,Item 5330,Garden,226.15
5331,Item 5331,Food,556.26
5332,Item 5332,Sports,203.83
5333,Item 5333,Garden,200.37
5334,Item 5334,Clothing,444.05
5335,Item 5335,Clothing,333.64
5336,Item 5336,Garden,613.16
5337,Item 5337,Home,257.33
5338,Item 5338,Health,68.19
5339,Item 5339,Clothing,823.31
5340,Item 5340,Electronics,318.53
5341,Item 5341,Beauty,555.97
5342,Item 5342,Food,429.71
5343,Item 5343,Home,710.67
5344,Item 5344,Beauty,762.94
5345,Item 5345,Electronics,849.97
5346,Item 5346,Health,944.63
5347,Item 5347,Toys,661.75
5348,Item 5348,Garden,296.28
5349,Item 5349,Toys,880.11
5350,Item 5350,Sports,997.47
5351,Item 5351,Electronics,267.74
5352,Item 5352,Health,417.75
5353,Item 5353,Books,958.02
5354,Item 5354,Beauty,618.4
5355,Item 5355,Sports,692.19
5356,Item 5356,Beauty,500.07
5357,Item 5357,Garden,410.66
5358,Item 5358,Food,726.64
5359,Item 5359,Food,507.23
5360,Item 5360,Health,841.77
5361,Item 5361,Beauty,916.3
5362,Item 5362,Health,827.73
5363,Item 5363,Toys,699.45
5364,Item 5364,Beauty,107.05
5365,Item 5365,Books,13.89
5366,Item 5366,Health,395.03
5367,Item 5367,Toys,57.77
5368,Item 5368,Health,677.52
5369,Item 5369,Food,225.01
5370,Item 5370,Beauty,410.67
5371,Item 5371,Sports,532.13
5372,Item 5372,Clothing,249.03
5373,Item 5373,Beauty,526.57
5374,Item 5374,Books,162.1
5375,Item 5375,Garden,940.77
5376,Item 5376,Books,576.94
5377,Item 5377,Garden,487.84
5378,Item 5378,Beauty,909.23
5379,Item 5379,Books,920.81
5380,Item 5380,Beauty,685.59
5381,Item 5381,Home,458.56
5382,Item 5382,Health,664.81
5383,Item 5383,Food,248.4
5384,Item 5384,Garden,824.69
5385,Item 5385,Electronics,774.75
5386,Item 5386,Sports,340.62
5387,Item 5387,Toys,748.1
5388,Item 5388,Toys,802.29
5389,Item 5389,Clothing,427.49
5390,Item 5390,Electronics,970.67
5391,Item 5391,Clothing,315.98
5392,Item 5392,Electronics,781.8
5393,Item 5393,Toys,482.73
5394,Item 5394,Toys,209.88
5395,Item 5395,Electronics,651.97
5396,Item 5396,Garden,261.72
5397,Item 5397,Food,164.69
5398,Item 5398,Food,138.94
5399,Item 5399,Clothing,647.63
5400,Item 5400,Clothing,508.6
5401,Item 5401,Home,652.75
5402,Item 5402,Toys,928.77
5403,Item 5403,Books,915.48
5404,Item 5404,Food,661.03
5405,Item 5405,Beauty,583.83
5406,Item 5406,Beauty,195.83
5407,Item 5407,Clothing,417.55
5408,Item 5408,Books,232.61
5409,Item 5409,Health,371.34
5410,Item 5410,Health,131.64
5411,Item 5411,Toys,34.06
5412,Item 5412,Beauty,658.37
5413,Item 5413,Toys,804.66
5414,Item 5414,Sports,375.35
5415,Item 5415,Clothing,532.64
5416,Item 5416,Garden,323.61
5417,Item 5417,Health,44.17
5418,Item 5418,Clothing,392.5
5419,Item 5419,Food,447.39
5420,Item 5420,Beauty,296.05
5421,Item 5421,Beauty,599.05
5422,Item 5422,Toys,762.35
5423,Item 5423,Garden,23.2
5424,Item 5424,Garden,177.46
5425,Item 5425,Sports,318.06
5426,Item 5426,Toys,370.44
